PRCTA_O1B81;R. PAULO SETUBAL -  5871 - ALTO BOQUEIRÃO;PR;V2.PR.CTA.O1B81;PRCTA_O1B81;;;
PRCTA_O1B83;R. LEONARDO PIANOVSKI -  377 - PINHEIRINHO;PR;V2.PR.CTA.O1B83;PRCTA_O1B83;;;
PRCTA_O1B84;R. JORGE BREY -  500 - XAXIM;PR;V2.PR.CTA.O1B84;PRCTA_O1B84;;;
PRCTA_O1B85;R. FRANCISCO CECCON -  101 - ALTO BOQUEIRÃO;PR;V2.PR.CTA.O1B85;PRCTA_O1B85;;;
PRCTA_O1B88;R. FORMOSA DO OESTE -  90 - CIC;PR;V2.PR.CTA.O1B88;PRCTA_O1B88;;;
PRCTA_O1B89;R. HILDA C. DE OLIVEIRA -  184 - CIC;PR;V2.PR.CTA.O1B89;PRCTA_O1B89;;;
PRCTA_O1B93; R. PE JOSÉ LOPACINSKI -  39 - ORLEANS;PR;V2.PR.CTA.O1B93;PRCTA_O1B93;;;
PRCTA_O1B95;R. WALDEMAR. LOUREIRO DE CAMPOS -  890 - BOQUEIRÃO;PR;V2.PR.CTA.O1B95;PRCTA_O1B95;;;
PRCTA_O1B96; R. BARTOLOMEU LOURENÇO DE GUSMÃO -  4344 - BOQUEIRÃO;PR;V2.PR.CTA.O1B96;PRCTA_O1B96;;;
PRCTA_O1B97;Rua Walfrido de Britto -  21 - CIC;PR;V2.PR.CTA.O1B97;PRCTA_O1B97;;;
PRCTA_O1B98;R. IRMÃ MARIA L. DE ASSIS  -  189 - CIC;PR;V2.PR.CTA.O1B98;PRCTA_O1B98;;;
PRCTA_O1C04;R. ITATIAIA -  1266 - PORTÃO;PR;V2.PR.CTA.O1C04;PRCTA_O1C04;;;
PRCTA_O1C09;R. CARLOS DE LAET - 2548  - HAUER;PR;V2.PR.CTA.O1C09;PRCTA_O1C09;;;
PRCTA_O1C10;R. CARLOS DE LAET -  6085 - BOQUEIRÃO;PR;V2.PR.CTA.O1C10;PRCTA_O1C10;;;
PRCTA_O1C11;R. TAILÂNDIA -  56 - CAJURÚ;PR;V2.PR.CTA.O1C11;PRCTA_O1C11;;;
PRCTA_O1C15;R. JOÃO FERREIRA DA ROCHA -  171 - PINHEIRINHO;PR;V2.PR.CTA.O1C15;PRCTA_O1C15;;;
PRCTA_O1C18;R. LUIZ FRANÇA -  660 - CAJURÚ;PR;V2.PR.CTA.O1C18;PRCTA_O1C18;;;
PRCTA_O1C19;R. Ten. Cel. WILIGRAN CABRITA -  1711 - BOQUEIRÃO;PR;V2.PR.CTA.O1C19;PRCTA_O1C19;;;
PRCTA_O1C22;R. Prof. LEONARDO COBBE -  500  - BARREIRINHA;PR;V2.PR.CTA.O1C22;PRCTA_O1C22;;;
PRCTA_O1C33;Rua Humberto Calixto Fruet -  478 - CIC - Nossa Sra. da Luz;PR;V2.PR.CTA.O1C33;PRCTA_O1C33;;;
PRCTA_O1C36;Rua Alberico Flores Bueno -  620 - BAIRRO ALTO;PR;V2.PR.CTA.O1C36;PRCTA_O1C36;;;
PRCTA_O1C41;R. MARIA RITA DAS CHAGAS LIMA -  116. - SÃO BRAZ;PR;V2.PR.CTA.O1C41;PRCTA_O1C41;;;
PRCTA_O1C44;R. Prof PAULO DE ASSUMPÇÃO -  1210 - UBERABA;PR;V2.PR.CTA.O1C44;PRCTA_O1C44;;;
PRCTA_O1C45;R. NOSSA SENHORA DA CABEÇA -  319 - CIC;PR;V2.PR.CTA.O1C45;PRCTA_O1C45;;;
PRCTA_O1C46;R. JOÃO HAVRO -  1243 - BOA VISTA;PR;V2.PR.CTA.O1C46;PRCTA_O1C46;;;
PRCTA_O1C47;R. AUGUSTO RICCIARDELLA CORREIA -  128 - SANTO INÁCIO;PR;V2.PR.CTA.O1C47;PRCTA_O1C47;;;
PRCTA_O1C55;R. CLARA KUCHENNY -  665 - ABRANCHES;PR;V2.PR.CTA.O1C55;PRCTA_O1C55;;;
PRCTA_O1C57;R. MARIALVA -  837 - SÍTIO CERCADO;PR;V2.PR.CTA.O1C57;PRCTA_O1C57;;;
PRCTA_O1C59;R. AUGUSTO WALDRIGUES -  125  - VITÓRIA RÉGIA I;PR;V2.PR.CTA.O1C59;PRCTA_O1C59;;;
PRCTA_O1C60;R. EPAMINONDAS RIBEIRO -  297 - VITÓRIA RÉGIA II;PR;V2.PR.CTA.O1C60;PRCTA_O1C60;;;
PRCTA_O1C61; R. THOMAS MORUS -  19 - BARREIRINHA;PR;V2.PR.CTA.O1C61;PRCTA_O1C61;;;
PRCTA_O1C63;R. VERADOR AURÉLIO M. GONÇALVES - 511 - XAXIM;PR;V2.PR.CTA.O1C63;PRCTA_O1C63;;;
PRCTA_O1C69; R. ARMANDO DELLA BIANCA -  232 - CAJURU;PR;V2.PR.CTA.O1C69;PRCTA_O1C69;;;
PRCTA_O1C70;R. SINFRÔNIO MESA -  730. - TATUQUARA;PR;V2.PR.CTA.O1C70;PRCTA_O1C70;;;
PRCTA_O1C71;R. Cel. AV. JOSÉ BIAGINI MORAES -  291 - TATUQUARA;PR;V2.PR.CTA.O1C71;PRCTA_O1C71;;;
PRCTA_O1C72;R. EXPEDICIONÁRIO ANÉLIO DA LUZ -  222. - ALTO BOQUEIRÃO;PR;V2.PR.CTA.O1C72;PRCTA_O1C72;;;
PRCTA_O1C73;R. JOSÉ ROMANO -  274. - SANTA CÂNDIDA;PR;V2.PR.CTA.O1C73;PRCTA_O1C73;;;
PRCTA_O1C77;R. Dr. CEZAR PERNETA -  926 - TATUQUARA;PR;V2.PR.CTA.O1C77;PRCTA_O1C77;;;
PRCTA_O1C78;R FERNANDO DE NORONHA -  1996. - BOA VISTA;PR;V2.PR.CTA.O1C78;PRCTA_O1C78;;;
PRCTA_O1C79;R. OLÍVIO JOSÉ ROSSETTI -  670  - TATUQUARA - RIO BONITO II;PR;V2.PR.CTA.O1C79;PRCTA_O1C79;;;
PRCTA_O1C80;R. DAVID BODZIAK -  06. - CACHOEIRA;PR;V2.PR.CTA.O1C80;PRCTA_O1C80;;;
PRCTA_O1C81;R. MARCOS BERTOLDI -  344 - CAMPO DO SANTANA;PR;V2.PR.CTA.O1C81;PRCTA_O1C81;;;
PRCTA_O1C82;R. PALMYRA CRIVELLARO BERTOLDE -  645 - CAMPO DO SANTANA;PR;V2.PR.CTA.O1C82;PRCTA_O1C82;;;
PRCTA_O1C85;R. PADRE JOÃO KOMINEK -  415. - JD GABINETO - CIC;PR;V2.PR.CTA.O1C85;PRCTA_O1C85;;;
PRCTA_O1C87;Rua Germano Beckert -  620 - BAIRRO ALTO;PR;V2.PR.CTA.O1C87;PRCTA_O1C87;;;
PRCTA_O1C93;R. DENILSON FELIPE DE LIMA -  27   - VL. Nsa. Sra. DA LUZ - CIC;PR;V2.PR.CTA.O1C93;PRCTA_O1C93;;;
PRCTA_O1C96;R. DARCI LUIZA BELARMINO -  39. - UMBARÁ;PR;V2.PR.CTA.O1C96;PRCTA_O1C96;;;
PRCTA_O1C97;Rua Deputado Acyr José -  618 - CAJURÚ;PR;V2.PR.CTA.O1C97;PRCTA_O1C97;;;
PRCTA_O1D01;R. Cel. VICTOR A. KENDRICK -  191 - SITIO CERCADO;PR;V2.PR.CTA.O1D01;PRCTA_O1D01;;;
PRCTA_O1D05;R. TOMASO CAMPANELA -  393. - BARREIRINHA;PR;V2.PR.CTA.O1D05;PRCTA_O1D05;;;
PRCTA_O1D13;Rua Paulo Friebe -  279 - Bairro Alto;PR;V2.PR.CTA.O1D13;PRCTA_O1D13;;;
PRCTA_O1D14;Rua Estrada Delegado Bruno de Almeida -  nº 675  - Tatuquara;PR;V2.PR.CTA.O1D14;PRCTA_O1D14;;;
PRCTA_O1D15;Rua João Sikora -  215 - Umbará;PR;V2.PR.CTA.O1D15;PRCTA_O1D15;;;
PRCTA_O1D16;João Pereira Trindade -  nº 30 - Campo do Santana;PR;V2.PR.CTA.O1D16;PRCTA_O1D16;;;
PRCTA_O1D18;Rua Goiânia -  Nº 239 - Cajuru;PR;V2.PR.CTA.O1D18;PRCTA_O1D18;;;
PRCTA_O1D22;Rua Dinarte Caprilhone -  76 - São João;PR;V2.PR.CTA.O1D22;PRCTA_O1D22;;;
PRCTA_O1D26;Rua Renê Descartes  -  Nº 855 - BARREIRINHA;PR;V2.PR.CTA.O1D26;PRCTA_O1D26;;;
PRCTA_O1D28;Rua Alvaro José da Costa -  241 - Fazendinha;PR;V2.PR.CTA.O1D28;PRCTA_O1D28;;;
PRCTA_O1D41;Rua Cidade Jardim Olinda N° 174  - Colônia Augusta - Curitiba;PR;V2.PR.CTA.O1D41;PRCTA_O1D41;;;
PRCTA_O1I02;Rua João Parolin -  203 - HAUER;PR;V2.PR.CTA.O1I02;PRCTA_O1I02;;;
PRCTA_O1I10;R. BRIG. FRANCO -  2300 - SHOPPING CURITIBA - CENTRO;PR;V2.PR.CTA.O1I10;PRCTA_O1I10;;;
PRCTA_O1I11;R. CAND. DE ABREU -  127 - SHOPPING MUELLER - CENTRO;PR;V2.PR.CTA.O1I11;PRCTA_O1I11;;;
PRCTA_O1I60;Avenida Dario Lopes dos Santos -  2197 (Jd. Botânico) - JARDIM BOTANICO;PR;V2.PR.CTA.O1I60;PRCTA_O1I60;;;
PRCTA_O1I66;Rua Frederico Maurer -  1254 SALA DE RACK - HAUER;PR;V2.PR.CTA.O1I66;PRCTA_O1I66;;;
PRCTA_O1V09;RUA TENENTE-BRIGADEIRO FRANCISCO DE ASSIS CORRÊA DE MELLO -  273 - JARDIM DAS AMÉRICAS;PR;V2.PR.CTA.W1909;CURITIBA - CTA V09 - GVT;;;
PRCTA_O1V14;RUA AFONSO ZANON -  21 - CIDADE INDUSTRIAL;PR;V2.PR.CTA.W1914;CURITIBA - CTA V14 II - GVT;;;
PRCTA_O1V15;RUA OSVALDO TOSATO -  62 - CAMPO COMPRIDO;PR;V2.PR.CTA.W1915;CURITIBA - CTA V15 - GVT;;;
PRCTA_O1V18;RUA TENENTE TITO TEIXEIRA DE CASTRO -  2477 - BOQUEIRÃO;PR;V2.PR.CTA.W1918;CURITIBA - CTA V18 - GVT;;;
PRCTA_PV;RUA FRANCISCO NUNES -  1395 (PARALELO COM RUA IAPO;PR;V2.PR.CTA.PV;SWITCH - PRADO VELHO;;;
PRCTA_VM;RUA 24 DE MAIO -  118 - CENTRO;PR;V2.PR.CTA.VM;SWITCH - CURITIBA GVT;;;
PRCTA_W1902;RUA ANNA GARCIA DA SILVA - 87;PR;V2.PR.CTA.W1902;CURITIBA - CTA 02 - GVT;;;
PRCTA_W1905;R. EDMUNDO ALBERTO MERCER -  834. - TINGUI;PR;V2.PR.CTA.W1905;PRCTA_W1905;;;
PRCTA_W1908;RUA IRINEU LESSA - 163;PR;V2.PR.CTA.W1908;CURITIBA - CTA 08 - GVT;;;
PRCTA_W1912;RUA QUATORZE DE JULHO - 18;PR;V2.PR.CTA.W1912;CURITIBA - CTA 12 - GVT;;;
PRCTA_W1913;RUA MARECHAL OTÁVIO SALDANHA MAZZA - 7703;PR;V2.PR.CTA.W1913;CURITIBA - CTA 13 - GVT;;;
PRCTA_W1916;RUA MÁRIO GOMES - 72;PR;V2.PR.CTA.W1916;CURITIBA - CTA 16 - GVT;;;
PRDRUSBBDU1;RODOVIA PR-092  -  S/N - VARZEÃO;PR;V2.PR.DRUS.BBDU1;DOUTOR ULISSES - GVT;;;
PRFZR_O1A01;Rua Professor Alfredo Gonchorovski -  170 - PIONEIROS;PR;V2.PR.FZR.O1A01;PRFZR_O1A01;;;
PRFZR_O1A02;Avenida Rio Amazonas -  845 - IGUAÇÚ;PR;V2.PR.FZR.O1A02;PRFZR_O1A02;;;
PRFZR_O1A03;R. RIO PARANAPANEMA -  748. - IGUAÇÚ;PR;V2.PR.FZR.O1A03;PRFZR_O1A03;;;
PRFZR_O1A04;R. NOSSA SENHORA APARECIDA -  971 - ESTADOS;PR;V2.PR.FZR.O1A04;PRFZR_O1A04;;;
PRFZR_O1A05;R. NOGUEIRA -  83. - EUCALIPTOS;PR;V2.PR.FZR.O1A05;PRFZR_O1A05;;;
PRFZR_O1A06;R.GOIABEIRA -  73 - EUCALIPTOS;PR;V2.PR.FZR.O1A06;PRFZR_O1A06;;;
PRFZR_O1A07;R. JORDANIA -  350 - NAÇÕES;PR;V2.PR.FZR.O1A07;PRFZR_O1A07;;;
PRFZR_O1A08;R. SUÉCIA -  295 - NAÇÕES;PR;V2.PR.FZR.O1A08;PRFZR_O1A08;;;
PRFZR_O1A09;AV. PORTUGAL -  2224. - GRALHA AZUL;PR;V2.PR.FZR.O1A09;PRFZR_O1A09;;;
PRFZR_O1A10;Rua Jaguariaiva -  1065 - Santa Terezinha;PR;V2.PR.FZR.O1A10;PRFZR_O1A10;;;
PRLPA_BBEB1;ESTAÇÃO FERROVIARIA ENGENHEIRO BLEY - CENTRO - Lapa;PR;V2.PR.LPA.BBEB1;ENGENHEIRO BLEY GVT;;;
PRPNG_RA;RUA ARTUR DE SOUZA COSTA -  S/N - RAIA;PR;V2.PR.PNG.RA;;;;
PRPNIS_G1I02;ESTRADA DA GRACIOSA -  Nº 3.400 - PLANTA JACOB MEHL;PR;V2.PR.PNIS.G1I02;PINHAIS - PRPNIS_G1I02 - GVT;;;
PRPNIS_G1I03;RUA ROLÂNDIA -  433 - PINEVILLE;PR;V2.PR.PNIS.W1901;PINHAIS - PRPNIS_W1901 - GVT;;;
PRPNIS_G1M01;Rua Rio Tietê -  964 - WEISSÓPOLIS;PR;V2.PR.PNIS.G1M01;PRPNIS_G1M01;;;
PRPNISO1J01;R. APUCARANA -  731 - PNS;PR;V2.PR.PNIS.O1J01;PRPNISO1J01;;;
PRPNISO1J02;R. DEZENOVE DE NOVEMBRO -  56 - PNS;PR;V2.PR.PNIS.O1J02;PRPNISO1J02;;;
PRPNISO1J03;R. VINTE E QUATRO DE MAIO -  363 - PNS;PR;V2.PR.PNIS.O1J03;PRPNISO1J03;;;
PRPNISO1J04;R. HAITI -  59. - CENTRO;PR;V2.PR.PNIS.O1J04;PRPNISO1J04;;;
PRPNISO1J05;Rua Manoel Bandeira -  230 - VARGEM GRANDE;PR;V2.PR.PNIS.O1J05;PRPNISO1J05;;;
PRPNISO1J06;R. TOLEDO -  446 - ALTO TARUMÃ;PR;V2.PR.PNIS.O1J06;PRPNISO1J06;;;
PRPNISO1J07;R. PORTO RICO -  1136 - ATUBA;PR;V2.PR.PNIS.O1J07;PRPNISO1J07;;;
PRPNISO1J08;R. CRECENCIO BATISTA -  1239 - ATUBA;PR;V2.PR.PNIS.O1J08;PRPNISO1J08;;;
PRPNISO1J13;R. CAFÉ FILHO -  442 - JARDIM AMÉLIA;PR;V2.PR.PNIS.O1J13;PRPNISO1J13;;;
PRPNISO1J14;R. SANTO INÁCIO -  215. - CENTRO;PR;V2.PR.PNIS.O1J14;PRPNISO1J14;;;
PRPNISO1J15;Rua Vitória Régia -  nº 38 - Ecológica;PR;V2.PR.PNIS.O1J15;PRPNISO1J15;;;
PRPNISTP_RU;RUA UNIFLOR - TELEPORTO -  1087 - EMILIANO PERNETA;PR;V2.PR.PNIS.TELEPORTO;PINHAIS - IMÓVEL PRÓPRIO;;;
PRQBS_O1A01;Rua Santa Catarina -  277 - Jardim Menino Deus;PR;V2.PR.QBS.O1A01;PRQBS_O1A01;;;
PRQBS_O1A02;Antonio Ferreira Alves -  99 - CENTRO;PR;V2.PR.QBS.O1A02;PRQBS_O1A02;;;
PRSJP_G1I05;AV.Rui Barbosa 9734 - CENTRO - São José dos Pinhais;PR;V2.PR.SJP.G1I05;;;;
PRSJP_O1A01;R. IZABEL A. REDENTORA -  1762 - CENTRO;PR;V2.PR.SJP.O1A01;PRSJP_O1A01;;;
PRSJP_O1A02;R. FLÁVIO ZÉTOLA -  553 - ARISTOCRÁTAS;PR;V2.PR.SJP.O1A02;PRSJP_O1A02;;;
PRSJP_O1A04;R. DUQUE DE CAXIAS -  1856 - CENTRO;PR;V2.PR.SJP.O1A04;PRSJP_O1A04;;;
PRSJP_O1A05; R. JOÃO LEOPOLDO JACOMEL -  245 - CENTRO;PR;V2.PR.SJP.O1A05;PRSJP_O1A05;;;
PRSJP_O1A06;R. JOAQUIM INÁCIO SOUZA -  789 - CENTRO;PR;V2.PR.SJP.O1A06;PRSJP_O1A06;;;
PRSJP_O1A07;R. MARCELINO NOGUEIRA -  714 - CENTRO;PR;V2.PR.SJP.O1A07;PRSJP_O1A07;;;
PRSJP_O1A08;Rua Dr Canuto Maciel de Araújo -  900 - CENTRO;PR;V2.PR.SJP.O1A08;PRSJP_O1A08;;;
PRSJP_O1A09;R. ALCIDIO VIANA -  1126 - CENTRO;PR;V2.PR.SJP.O1A09;PRSJP_O1A09;;;
PRSJP_O1A10;R. JOÃO MARIA MARTINS CORDEIRO  -  641 - CENTRO;PR;V2.PR.SJP.O1A10;PRSJP_O1A10;;;
PRSJP_O1A11;Rua Alzira Angela da Guarda -  46 - CENTRO;PR;V2.PR.SJP.O1A11;PRSJP_O1A11;;;
PRSJP_O1A12;Rua Mandirituba -  780 - CENTRO;PR;V2.PR.SJP.O1A12;PRSJP_O1A12;;;
PRSJP_O1A13;R. ALMIRANTE ALEXANDRINO -  1652 - CENTRO;PR;V2.PR.SJP.O1A13;PRSJP_O1A13;;;
PRSJP_O1A14;Travessa Luziano Cordeiro -  1679 - AFONSO PENA;PR;V2.PR.SJP.O1A14;PRSJP_O1A14;;;
PRSJP_O1A16;R. VITOR GOMES DE LIMA -  516 - CENTRO;PR;V2.PR.SJP.O1A16;PRSJP_O1A16;;;
PRSJP_O1A17;R. TAVARES DE LIMA -  3509 - CENTRO;PR;V2.PR.SJP.O1A17;PRSJP_O1A17;;;
PRSJP_O1A18;Rua Quirino Zagonel -  1345 - JD. ITÁLIA;PR;V2.PR.SJP.O1A18;PRSJP_O1A18;;;
PRSJP_O1A19;R. CURITIBA -  290 - OURO FINO;PR;V2.PR.SJP.O1A19;PRSJP_O1A19;;;
PRSJP_O1A20;R. FRANCISCO DAL NEGRO -  3397 - COLONIA RIO GRANDE;PR;V2.PR.SJP.O1A20;PRSJP_O1A20;;;
PRSJP_O1A21;R. IEDA SOLANGE RIBEIRO -  2  - JD IPÊ;PR;V2.PR.SJP.O1A21;PRSJP_O1A21;;;
PRSJP_O1A22;Rua Florentino Suchla -  100 - JD IPÊ;PR;V2.PR.SJP.O1A22;PRSJP_O1A22;;;
PRSJP_O1A23;R. GUATUPÊ -  1473 - GUATUPÊ II;PR;V2.PR.SJP.O1A23;PRSJP_O1A23;;;
PRSJP_O1A24;AV. GUATUPÊ -  3219 - GUATUPÊ;PR;V2.PR.SJP.O1A24;PRSJP_O1A24;;;
PRSJP_O1A25;R. Dep. LUIS GABRIEL SAMPAIO -  660 - GUATUPÊ;PR;V2.PR.SJP.O1A25;PRSJP_O1A25;;;
PRSJP_O1A26;AV. BENJAMIM POSSEBON -  630. - QUISSISSANA;PR;V2.PR.SJP.O1A26;PRSJP_O1A26;;;
PRSJP_O1A27;R. Dep. ERNESTO MORO REDESCHI -  667 - QUISSISSANA;PR;V2.PR.SJP.O1A27;PRSJP_O1A27;;;
PRSJP_O1A28;R. PROF. DORINHA JUCK CORTES -  482. - DISTRITO INDUSTRIAL;PR;V2.PR.SJP.O1A28;PRSJP_O1A28;;;
PRSJP_O1A29;Rua Canoinhas -  435 - BORDA DO CAMPO;PR;V2.PR.SJP.O1A29;PRSJP_O1A29;;;
PRSJP_O1A30;R. MANOEL PIRES CORDEIRO -  537 - BORDA DO CAMPO;PR;V2.PR.SJP.O1A30;PRSJP_O1A30;;;
PRSJP_O1A31;Rua Luis Américo Teti -  365 - Miringuava;PR;V2.PR.SJP.O1A31;PRSJP_O1A31;;;
PRSJP_O1A32;Rua  Olívio Tozzo -  872 - Lago/Santa Terezinha;PR;V2.PR.SJP.O1A32;PRSJP_O1A32;;;
PRSJP_O1A34;Rua Altevir de Lara -  434 - Entrada Condomínio  - Afonso Pena;PR;V2.PR.SJP.O1A34;PRSJP_O1A34;;;
PRSJP_O1A35;Rua Laura Nunes Fernandes -  16 - Jardim Primavera;PR;V2.PR.SJP.O1A35;PRSJP_O1A35;;;
PRSJP_O1I02;AV. ROCHA POMBO SN Aeroporto/ Vitor 4133811437 - SÃO CRISTÓVÃO - São José Dos Pinhais;PR;V2.PR.SJP.O1I02;PRSJP_O1I02;;;
PRSJP_O1V01;RUA DOUTOR MANOEL RIBEIRO DE CAMPOS -  629 - CENTRO;PR;V2.PR.SJP.W1901;SÃO JOSÉ DOS PINHAIS - SJP V01 - GVT;;;
PRGRP_BBGR1;RODOVIA ENGENHEIRO LUIZ DOUGLAS DE ARAUJO -  4001 - PR-364;PR;V2.PR.GRP.BBGR1;GUARAPUAVA - SITE GUARAPUAVA - GVT;;;
PRGRP_FV;RUA CAPITÃO FREDERICO VIRMOND -  1669 - CENTRO;PR;V2.PR.GRP.FV;SWITCH - GUARAPUAVA - IMÓVEL PRÓPRIO - GVT;;;
PRGRP_G1I02;RUA CAPITÃO FREDERICO VIRMOND -  1669 - CENTRO;PR;V2.PR.GRP.G1I02;GUARAPUAVA - IMÓVEL PRÓPRIO;;;
PRGRP_O1A07;RUA MARECHAL CANDIDO RONDON -  950 - JARDIM DAS AMERICAS;PR;V2.PR.GRP.O1A07;GUARAPUAVA - GRP A07 - GVT;;;
PRGRP_O1I01;RUA CAPITÃO FREDERICO VIRMOND -  1758 - CENTRO;PR;V2.PR.GRP.O1I01;GUARAPUAVA - GRP I01 - GVT;;;
PRFDAR_BBFZ;RUA PRINCIPAL S/N - CENTRO - Pinhão;PR;V2.PR.FDA.BBFZ;FOZ DO AREIA - PINHÃO - NOVA DIVINEIA - BACKBONE;;;
PRPGO_G1I02;AVENIDA DR. VICENTE MACHADO -  525 - CENTRO;PR;V2.PR.PGO.G1I02;PONTA GROSSA - PRPGO_G1I02 - GVT;;;
PRPGO_G1M03;RUA GENEROSO MARTINS DE ARAÚJO -  S/N;PR;V2.PR.PGO.G1M03;PONTA GROSSA - PONTA GROSSA 3 (NOVA RUSSIA);;;
PRPGO_O1A09;RUA RIO DE JANEIRO -  620 - NOVA RUSSIA;PR;V2.PR.PGO.O1A09;PONTA GROSSA - PGO A09 - GVT;;;
PRPGO_O1A19;RUA CEL JOSE PEDRO DE CARVALHO -  143 - NOVA RUSSIA;PR;V2.PR.PGO.O1A19;PONTA GROSSA - PGO A19 - GVT;;;
PRPGO_O1A21;RUA LAURO CUNHA FORTES -  53 - UVARANAS;PR;V2.PR.PGO.O1A21;PONTA GROSSA - PGO A21 - GVT;;;
PRPGO_O1A22;RUA RAIMUNDO CORREIA -  135 - OFICINAS;PR;V2.PR.PGO.O1A22;PONTA GROSSA - PGO A22 - GVT;;;
PRPGO_O1A23;RUA  CINAMOMO -  43 - CONTORNO;PR;V2.PR.PGO.O1A23;PONTA GROSSA - PGO A23 - GVT;;;
PRPGO_O1A24;RUA RIO GRANDE DO NORTE -  838 - BOA VISTA;PR;V2.PR.PGO.O1A24;PONTA GROSSA - PGO A24 - GVT;;;
PRPGO_O1A25;RUA ALMIRANTE BARROSO -  1027 - UVARANAS;PR;V2.PR.PGO.O1A25;PONTA GROSSA - PGO A25 - GVT;;;
PRPGO_O1A26;RUA JUVEVE -  69 - CONTORNO;PR;V2.PR.PGO.O1A26;PONTA GROSSA - PGO A26 - GVT;;;
PRPGO_O1A27;RUA RAPOSO TAVARES -  S/N - UVARANAS;PR;V2.PR.PGO.O1A27;PONTA GROSSA - PGO A27 - GVT;;;
PRPGO_O1A28;RUA ERNANI BATISTA ROSAS -  2994 - JARDIM CARVALHO;PR;V2.PR.PGO.O1A28;PONTA GROSSA - PGO A28 - GVT;;;
PRPGO_O1A29;AVENIDA ALDO VERGANI -  447 - OFICINAS;PR;V2.PR.PGO.O1A29;PONTA GROSSA - PGO A29 - GVT;;;
PRPGO_O1A30;RUA ROBERTO RIZENTAL -  35 - PARQUE NOSSA SENHORA DAS GRAÇAS;PR;V2.PR.PGO.O1A30;PONTA GROSSA - PGO A30 - GVT;;;
PRPGO_O1A31;RUA FRANCISCO OTAVIANO -  2213 - NOVA RUSSIA;PR;V2.PR.PGO.O1A31;PONTA GROSSA - PGO A31 - GVT;;;
PRPGO_O1A32;RUA LUIZ SODRÉ SWENSSON  -  303 - NÚCLEO RIO VERDE;PR;V2.PR.PGO.O1A32;PONTA GROSSA - PGO A32 - GVT;;;
PRPGO_O1A33;RUA FRANCO GRILO -  1308 - COLÔNIA DONA LUÍZA;PR;V2.PR.PGO.O1A33;PONTA GROSSA - PGO A33 - GVT;;;
PRPGO_O1A35;RUA  VICENTE SPOSITO -  345 - UVARANAS;PR;V2.PR.PGO.O1A35;PONTA GROSSA - PGO A35 - GVT;;;
PRPGO_O1A36;AVENIDA ROCHA POMBO -  1231 - JARDIM CARVALHO;PR;V2.PR.PGO.O1A36;PONTA GROSSA - PGO A36 - GVT;;;
PRPGO_O1A38;RUA CATHARINA EVY -  120 - CHAPADA;PR;V2.PR.PGO.O1A38;PONTA GROSSA - PGO A38 - GVT;;;
PRPGO_O1A39;RUA CLÁUDIA IVONE CARNEIRO -  323 - CONTORNO;PR;V2.PR.PGO.O1A39;PONTA GROSSA - PGO A39 - GVT;;;
PRPGO_O1A40;RUA FERNANDES VIEIRA -  140 - JARDIM MARACANÃ;PR;V2.PR.PGO.O1A40;PONTA GROSSA - PGO A40 - GVT;;;
PRPGO_O1A41;RUA TEIXEIRA DE FREITAS  -  328 - NOVA RÚSSIA;PR;V2.PR.PGO.O1A41;PONTA GROSSA - PGO A41 - GVT;;;
PRPGO_O1A42;RUA  JOÃO CECY FILHO -  2776 - JARDIM CONCEICAO;PR;V2.PR.PGO.O1A42;PONTA GROSSA - PGO A42 - GVT;;;
PRPGO_O1A43;RUA CARLOS DE CARVALHO -  21 - SÃO FRANCISCO;PR;V2.PR.PGO.O1A43;PONTA GROSSA - PGO A43 - GVT;;;
PRPGO_O1A44;RUA CANDIDO BORSATO -  317 - UVARANAS;PR;V2.PR.PGO.O1A44;PONTA GROSSA - PGO A44 - GVT;;;
PRPGO_O1I01;AVENIDA DOUTOR VICENTE MACHADO -  525 - CENTRO;PR;V2.PR.PGO.O1I01;PONTA GROSSA - PGO I01 - GVT;;;
PRPGO_VM;AVENIDA DR. VICENTE MACHADO -  525 - CENTRO;PR;V2.PR.PGO.VM;SWITCH - PONTA GROSSA - CONSTRUTORA ILHABELA LTDA - GVT;;;
PRPGO_W1901;JOÃO CECY FILHO - 2516;PR;V2.PR.PGO.W1901;PONTA GROSSA - PGO 01  - GVT;;;
PRPGO_W1902;RUA ANA RITA - 778;PR;V2.PR.PGO.W1902;PONTA GROSSA - PGO 02 - GVT;;;
PRPGO_W1903;RUA DURVAL WOLFF - 83;PR;V2.PR.PGO.W1903;PONTA GROSSA - PGO 03 - GVT;;;
PRSSL_BBSM1;RODOVIA VER. MIGUEL ROBEIRO PICHETH (PR-364) - 3330 - PAIAL GRANDE;PR;V2.PR.SSL.BBSM1;SÃO MATEUS DO SUL ¿ CONTAINER BBN VIA ELETROSUL;;;
PRAPU_G1N01;FIRMAN NETO - 234;PR;V2.PR.APU.G1N01;APUCARANA - PRAPU_G1N01;;;
PRAPU_O1A01;RUA BANDEIRANTES -  336 - CENTRO;PR;V2.PR.APU.O1A01;APUCARANA - APU A01 - GVT;;;
PRAPU_O1A07;RUA RIO APUCARANA -  262 - CONJUNTO RESIDENCIAL CORREGO JUREMA;PR;V2.PR.APU.O1A07;APUCARANA - APU A07 - GVT;;;
PRAPU_O1A09;RUA RIO GRANDE DO SUL 179 - JARDIM APUCARANA - Apucarana;PR;V2.PR.APU.O1A09;LONDRINA - APU A09 - GVT;;;
